year,city,state,lat,long,total_pop,violent_crime,homs_sum,rape_sum,rob_sum,agg_ass_sum
1995,Miami,Florida,25.7616798,-80.1917902,378720,12927,110,198,5676,6943
1995,Milwaukee,Wisconsin,43.0389025,-87.9064736,622467,6737,138,370,3650,2579
1995,Minneapolis,Minnesota,44.977753,-93.2650108,357709,7076,96,578,3550,2852
1995,Nashville,Tennessee,36.1626638,-86.7816016,523681,9376,105,487,2675,6109
1995,New Orleans,Louisiana,29.9510658,-90.0715323,487179,10876,363,487,5349,4677
1995,New York,New York,40.7127837,-74.0059413,7319546,114023,1177,2317,59278,51251
1995,Newark,New Jersey,40.735657,-74.1723667,260232,10371,102,216,5480,4573
1995,Oakland,California,37.8043637,-122.2711137,368771,8323,138,325,3880,3980
1995,Oklahoma City,Oklahoma,35.4675602,-97.5164276,466232,6027,227,473,1603,3724
1995,Omaha,Nebraska,41.2523634,-95.9979883,348089,3585,27,80,808,2670
1995,Orlando,Florida,28.5383355,-81.3792365,179649,3772,19,141,1048,2564
1995,Philadelphia,Pennsylvania,39.9525839,-75.1652215,1529848,21860,432,773,13612,7043
1995,Phoenix,Arizona,33.4483771,-112.0740373,1085706,11590,214,411,3693,7272
1995,Pittsburgh,Pennsylvania,40.4406248,-79.9958864,354780,3474,58,243,2077,1096
1995,Portland,Oregon,45.5230622,-122.6764816,458623,8833,43,426,2298,6066
1995,Raleigh,North Carolina,35.7795897,-78.6381787,240891,2039,18,104,648,1269
1995,Sacramento,California,38.5815719,-121.4943996,375845,4280,57,158,2129,1936
1995,Salt Lake City,Utah,40.7607793,-111.8910474,175765,1375,27,148,564,636
1995,San Antonio,Texas,29.4241219,-98.4936282,999900,5178,142,658,2345,2033
1995,San Diego,California,32.715738,-117.1610838,1157771,11077,91,346,3244,7396
1995,San Francisco,California,37.7749295,-122.4194155,738371,10903,99,304,6469,4031
1995,San Jose,California,37.3382082,-121.8863286,822845,6649,38,387,1209,5015
1995,Seattle,Washington,47.6062095,-122.3320708,529526,4904,41,260,2213,2390
1995,St. Louis,Missouri,38.6270025,-90.1994042,371425,12452,204,273,5136,6839
1995,Tampa,Florida,27.950575,-82.4571776,289882,8735,47,277,2626,5785
1995,Tucson,Arizona,32.2217429,-110.926479,449981,5427,65,292,1192,3878
1995,Tulsa,Oklahoma,36.1539816,-95.992775,377152,4359,30,255,947,3127
1995,Virginia Beach,Virginia,36.8529263,-75.977985,435959,968,16,99,479,374
1995,Washington,District of Columbia,38.9071923,-77.0368707,554000,14745,361,292,6864,7228
1995,Wichita,Kansas,37.688889,-97.336111,311675,2185,41,203,895,1046
1996,Albuquerque,New Mexico,35.0853336,-106.6055534,426736,6267,70,375,1998,3824
1996,Arlington,Texas,32.735687,-97.1080656,298632,2478,17,156,618,1687
1996,Atlanta,Georgia,33.7489954,-84.3879824,413123,13699,196,392,4805,8306
1996,Aurora,Colorado,39.7294319,-104.8319195,262168,1629,11,193,559,866
1996,Aurora,Illinois,41.7605849,-88.3200715,262168,1629,11,193,559,866
1996,Austin,Texas,30.267153,-97.7430608,537484,3821,40,270,1376,2135
1996,Baltimore,Maryland,39.2903848,-76.6121893,716446,19509,330,641,10393,8145
1996,Boston,Massachusetts,42.3600825,-71.0588801,552519,9154,59,414,3470,5211
1996,Buffalo,New York,42.8864468,-78.8783689,313238,4524,56,269,2623,1576
1996,Chicago,Illinois,41.8781136,-87.6297982,2754118,67498,789,2752,26860,37097
1996,Cincinnati,Ohio,39.1031182,-84.5120196,360457,3921,32,315,1774,1800
1996,Cleveland,Ohio,41.49932,-81.6943605,496049,7631,103,643,4062,2823
1996,Columbus,Georgia,32.4609764,-84.9877094,640297,6216,89,571,3318,2238
1996,Columbus,Ohio,39.9611755,-82.9987942,640297,6216,89,571,3318,2238
1996,Dallas,Texas,32.7766642,-96.7969879,1060585,16280,217,740,6122,9201
1996,Denver,Colorado,39.7392358,-104.990251,516224,3832,64,358,1327,2083
1996,Detroit,Michigan,42.331427,-83.0457538,1002299,23239,428,1119,9504,12188
1996,El Paso,Texas,31.7775757,-106.4424559,602951,5138,30,245,1195,3668
1996,Fort Worth,Texas,32.7554883,-97.3307658,470254,4984,68,319,1692,2905
1996,Fresno,California,36.7468422,-119.7725868,392049,5461,69,216,2087,3089
1996,Honolulu,Hawaii,21.3069444,-157.8583333,878044,2748,27,222,1421,1078
1996,Houston,Texas,29.7604267,-95.3698028,1772143,22456,261,1002,8276,12917
1996,Indianapolis,Indiana,39.768403,-86.158068,376531,7418,114,424,2600,4280
1996,Jacksonville,Florida,30.3321838,-81.655651,690367,9765,85,681,2792,6207
1996,Kansas City,Missouri,39.0997265,-94.5785667,448474,8885,104,412,2881,5488
1996,Las Vegas,Nevada,36.1699412,-115.1398296,831303,8409,161,475,3650,4123
1996,Long Beach,California,33.7700504,-118.1937395,440023,5069,95,158,2431,2385
1996,Los Angeles,California,34.0522342,-118.2436849,3498139,62840,711,1463,25189,35477
1996,Louisville,Kentucky,38.2526647,-85.7584557,0,0,0,0,0,0
1996,Memphis,Tennessee,35.1495343,-90.0489801,631626,12535,161,789,5970,5615
1996,Mesa,Arizona,33.4151843,-111.8314724,340818,2459,18,110,506,1825
1996,Miami,Florida,25.7616798,-80.1917902,384976,11990,124,201,5139,6526
1996,Milwaukee,Wisconsin,43.0389025,-87.9064736,627139,5974,130,281,3353,2210
1996,Minneapolis,Minnesota,44.977753,-93.2650108,361595,6808,83,516,3242,2967
1996,Nashville,Tennessee,36.1626638,-86.7816016,530059,10021,89,487,2910,6535
1996,New Orleans,Louisiana,29.9510658,-90.0715323,488300,11021,351,390,5700,4580
1996,New York,New York,40.7127837,-74.0059413,7339594,98660,983,2332,49672,45673
1996,Newark,New Jersey,40.735657,-74.1723667,261909,8761,92,179,4219,4271
1996,Oakland,California,37.8043637,-122.2711137,372145,8168,93,322,3622,4131
1996,Oklahoma City,Oklahoma,35.4675602,-97.5164276,469632,5308,67,477,1478,3286
1996,Omaha,Nebraska,41.2523634,-95.9979883,350607,4742,27,207,782,3726
1996,Orlando,Florida,28.5383355,-81.3792365,182616,4002,13,165,1080,2744
1996,Philadelphia,Pennsylvania,39.9525839,-75.1652215,1528403,20190,420,644,13188,5938
1996,Phoenix,Arizona,33.4483771,-112.0740373,1139793,10529,186,460,3757,6126
1996,Pittsburgh,Pennsylvania,40.4406248,-79.9958864,354308,2850,47,206,1565,1032
1996,Portland,Oregon,45.5230622,-122.6764816,467906,7835,51,402,2057,5325
1996,Raleigh,North Carolina,35.7795897,-78.6381787,245176,2109,25,90,732,1262
1996,Sacramento,California,38.5815719,-121.4943996,379283,3707,43,154,1874,1636
1996,Salt Lake City,Utah,40.7607793,-111.8910474,180180,1501,20,152,591,738
1996,San Antonio,Texas,29.4241219,-98.4936282,1021477,4741,117,637,2350,1637
1996,San Diego,California,32.715738,-117.1610838,1168364,10148,79,368,2998,6703
1996,San Francisco,California,37.7749295,-122.4194155,745127,9886,82,298,5539,3967
1996,San Jose,California,37.3382082,-121.8863286,830374,6075,40,341,1098,4596
1996,Seattle,Washington,47.6062095,-122.3320708,539591,4543,37,261,1963,2282
1996,St. Louis,Missouri,38.6270025,-90.1994042,374041,10203,166,269,4086,5682
1996,Tampa,Florida,27.950575,-82.4571776,294670,8689,43,264,2671,5711
1996,Tucson,Arizona,32.2217429,-110.926479,472385,5199,46,282,1288,3583
1996,Tulsa,Oklahoma,36.1539816,-95.992775,379798,4428,31,304,868,3225
1996,Virginia Beach,Virginia,36.8529263,-75.977985,439851,1075,20,127,455,473
1996,Washington,District of Columbia,38.9071923,-77.0368707,543000,13411,397,260,6444,6310
1996,Wichita,Kansas,37.688889,-97.336111,312706,2372,24,227,823,1298
1997,Albuquerque,New Mexico,35.0853336,-106.6055534,431027,5677,49,270,1729,3629
1997,Arlington,Texas,32.735687,-97.1080656,303487,2420,12,127,527,1754
1997,Atlanta,Georgia,33.7489954,-84.3879824,420865,12830,150,366,4751,7563
1997,Aurora,Colorado,39.7294319,-104.8319195,266967,1658,17,223,501,917
1997,Aurora,Illinois,41.7605849,-88.3200715,266967,1658,17,223,501,917
1997,Austin,Texas,30.267153,-97.7430608,546223,3527,40,283,1284,1920
1997,Baltimore,Maryland,39.2903848,-76.6121893,719587,17416,312,480,8629,7995
1997,Boston,Massachusetts,42.3600825,-71.0588801,555024,7886,43,350,2728,4765
1997,Buffalo,New York,42.8864468,-78.8783689,312411,4013,46,230,2195,1542
1997,Chicago,Illinois,41.8781136,-87.6297982,2765852,65110,757,2545,25289,36519
1997,Cincinnati,Ohio,39.1031182,-84.5120196,360875,0,0,0,0,0
1997,Cleveland,Ohio,41.49932,-81.6943605,496624,7244,77,638,3837,2692
1997,Columbus,Georgia,32.4609764,-84.9877094,641338,5987,84,696,3104,2103
1997,Columbus,Ohio,39.9611755,-82.9987942,641338,5987,84,696,3104,2103
1997,Dallas,Texas,32.7766642,-96.7969879,1077829,14915,209,744,5626,8336
1997,Denver,Colorado,39.7392358,-104.990251,525793,3535,69,356,1253,1857
1997,Detroit,Michigan,42.331427,-83.0457538,1021412,21976,469,968,8208,12331
1997,El Paso,Texas,31.7775757,-106.4424559,612754,4849,24,225,1066,3534
1997,Fort Worth,Texas,32.7554883,-97.3307658,477900,4313,74,265,1402,2572
1997,Fresno,California,36.7468422,-119.7725868,396843,4782,60,192,1794,2736
1997,Honolulu,Hawaii,21.3069444,-157.8583333,880272,2636,34,257,1214,1131
1997,Houston,Texas,29.7604267,-95.3698028,1801370,21157,254,790,8146,11967
1997,Indianapolis,Indiana,39.768403,-86.158068,378014,7852,118,383,2750,4601
1997,Jacksonville,Florida,30.3321838,-81.655651,702545,9437,75,606,2369,6387
1997,Kansas City,Missouri,39.0997265,-94.5785667,452070,8569,100,417,2711,5341
1997,Las Vegas,Nevada,36.1699412,-115.1398296,869696,9052,146,593,3745,4568
1997,Long Beach,California,33.7700504,-118.1937395,445404,4207,56,125,1849,2177
1997,Los Angeles,California,34.0522342,-118.2436849,3541309,56538,576,1413,20506,34043
1997,Louisville,Kentucky,38.2526647,-85.7584557,0,0,0,0,0,0
1997,Memphis,Tennessee,35.1495343,-90.0489801,637492,11836,138,938,5240,5520
1997,Mesa,Arizona,33.4151843,-111.8314724,350592,2554,13,126,450,1965
1997,Miami,Florida,25.7616798,-80.1917902,391766,11018,98,189,4517,6214
1997,Milwaukee,Wisconsin,43.0389025,-87.9064736,628507,6618,122,307,3553,2636
1997,Minneapolis,Minnesota,44.977753,-93.2650108,363932,6733,58,536,3308,2831
1997,Nashville,Tennessee,36.1626638,-86.7816016,531908,9291,112,550,2583,6046
1997,New Orleans,Louisiana,29.9510658,-90.0715323,488509,8404,267,385,3972,3780
1997,New York,New York,40.7127837,-74.0059413,7320477,92853,770,2157,44708,45218
1997,Newark,New Jersey,40.735657,-74.1723667,264270,7227,57,170,3442,3558
1997,Oakland,California,37.8043637,-122.2711137,376696,8229,99,306,3482,4342
1997,Oklahoma City,Oklahoma,35.4675602,-97.5164276,472046,5065,59,409,1397,3200
1997,Omaha,Nebraska,41.2523634,-95.9979883,351745,4873,31,176,818,3848
1997,Orlando,Florida,28.5383355,-81.3792365,185837,4240,14,174,1262,2790
1997,Philadelphia,Pennsylvania,39.9525839,-75.1652215,1524409,19204,418,650,11938,6198
1997,Phoenix,Arizona,33.4483771,-112.0740373,1172538,10376,175,428,3725,6048
1997,Pittsburgh,Pennsylvania,40.4406248,-79.9958864,353248,2778,50,175,1543,1010
1997,Portland,Oregon,45.5230622,-122.6764816,473696,7600,46,356,1948,5250
1997,Raleigh,North Carolina,35.7795897,-78.6381787,248591,2256,23,102,727,1404
1997,Sacramento,California,38.5815719,-121.4943996,383921,3717,41,161,1851,1664
1997,Salt Lake City,Utah,40.7607793,-111.8910474,185553,1467,21,141,620,685
1997,San Antonio,Texas,29.4241219,-98.4936282,1038086,4170,95,618,2036,1421
1997,San Diego,California,32.715738,-117.1610838,1182653,9789,67,384,2604,6734
1997,San Francisco,California,37.7749295,-122.4194155,754239,8549,59,233,4606,3651
1997,San Jose,California,37.3382082,-121.8863286,840529,6191,43,375,908,4865
1997,Seattle,Washington,47.6062095,-122.3320708,547209,5002,49,218,2081,2654
1997,St. Louis,Missouri,38.6270025,-90.1994042,377221,9591,153,225,3572,5641
1997,Tampa,Florida,27.950575,-82.4571776,299867,7988,35,265,2539,5149
1997,Tucson,Arizona,32.2217429,-110.926479,485933,5116,50,291,1446,3329
1997,Tulsa,Oklahoma,36.1539816,-95.992775,381639,4596,40,278,917,3361
1997,Virginia Beach,Virginia,36.8529263,-75.977985,443844,1064,19,102,515,428
1997,Washington,District of Columbia,38.9071923,-77.0368707,529000,10706,301,218,4499,5688
1997,Wichita,Kansas,37.688889,-97.336111,315690,2631,32,228,890,1481
1998,Albuquerque,New Mexico,35.0853336,-106.6055534,422417,5563,37,219,1693,3614
1998,Arlington,Texas,32.735687,-97.1080656,305948,1859,13,138,506,1202
1998,Atlanta,Georgia,33.7489954,-84.3879824,414262,12624,149,385,4658,7432
1998,Aurora,Colorado,39.7294319,-104.8319195,262465,1496,28,189,477,802
1998,Aurora,Illinois,41.7605849,-88.3200715,262465,1496,28,189,477,802
1998,Austin,Texas,30.267153,-97.7430608,559758,3026,32,219,1097,1678
1998,Baltimore,Maryland,39.2903848,-76.6121893,662253,16025,313,469,7687,7556
1998,Boston,Massachusetts,42.3600825,-71.0588801,559631,7427,34,356,2334,4703
1998,Buffalo,New York,42.8864468,-78.8783689,308648,3485,39,197,1736,1513
1998,Chicago,Illinois,41.8781136,-87.6297982,2750917,62317,703,2387,23117,36110
1998,Cincinnati,Ohio,39.1031182,-84.5120196,344828,0,0,0,0,0
1998,Cleveland,Ohio,41.49932,-81.6943605,495516,6481,81,576,3364,2460
1998,Columbus,Georgia,32.4609764,-84.9877094,661227,5401,78,668,2615,2040
1998,Columbus,Ohio,39.9611755,-82.9987942,661227,5401,78,668,2615,2040
1998,Dallas,Texas,32.7766642,-96.7969879,1087178,15932,252,724,5878,9078
1998,Denver,Colorado,39.7392358,-104.990251,509343,2916,51,320,1064,1481
1998,Detroit,Michigan,42.331427,-83.0457538,999976,24427,430,858,8558,14581
1998,El Paso,Texas,31.7775757,-106.4424559,624510,4374,17,241,823,3293
1998,Fort Worth,Texas,32.7554883,-97.3307658,497830,4329,64,293,1357,2615
1998,Fresno,California,36.7468422,-119.7725868,404297,4254,36,175,1394,2649
1998,Honolulu,Hawaii,21.3069444,-157.8583333,874736,2342,17,242,1052,1031
1998,Houston,Texas,29.7604267,-95.3698028,1797157,20183,254,654,7711,11564
1998,Indianapolis,Indiana,39.768403,-86.158068,759689,8624,143,586,2893,5002
1998,Jacksonville,Florida,30.3321838,-81.655651,703251,8113,74,521,2051,5467
1998,Kansas City,Missouri,39.0997265,-94.5785667,447730,8362,130,382,2661,5189
1998,Las Vegas,Nevada,36.1699412,-115.1398296,908596,7051,116,501,3292,3142
1998,Long Beach,California,33.7700504,-118.1937395,430018,3697,38,111,1765,1783
1998,Los Angeles,California,34.0522342,-118.2436849,3621680,49201,426,1395,15835,31545
1998,Louisville,Kentucky,38.2526647,-85.7584557,0,0,0,0,0,0
1998,Memphis,Tennessee,35.1495343,-90.0489801,604242,9057,115,722,4172,4048
1998,Mesa,Arizona,33.4151843,-111.8314724,364588,2413,11,120,501,1781
1998,Miami,Florida,25.7616798,-80.1917902,372949,9505,86,140,3797,5482
1998,Milwaukee,Wisconsin,43.0389025,-87.9064736,588339,5895,111,286,2970,2528
1998,Minneapolis,Minnesota,44.977753,-93.2650108,362124,5524,58,458,2371,2637
1998,Nashville,Tennessee,36.1626638,-86.7816016,524124,8550,97,483,2223,5747
1998,New Orleans,Louisiana,29.9510658,-90.0715323,471157,6888,230,299,2965,3394
1998,New York,New York,40.7127837,-74.0059413,7357745,85891,633,2046,39359,43853
1998,Newark,New Jersey,40.735657,-74.1723667,269205,5637,60,162,2846,2569
1998,Oakland,California,37.8043637,-122.2711137,376375,7008,72,340,2651,3945
1998,Oklahoma City,Oklahoma,35.4675602,-97.5164276,463637,4616,56,421,1272,2867
1998,Omaha,Nebraska,41.2523634,-95.9979883,368258,4841,28,173,948,3692
1998,Orlando,Florida,28.5383355,-81.3792365,181527,4088,25,203,1123,2737
1998,Philadelphia,Pennsylvania,39.9525839,-75.1652215,1449419,21226,338,752,11435,8701
1998,Phoenix,Arizona,33.4483771,-112.0740373,1225692,10201,185,346,3764,5906
1998,Pittsburgh,Pennsylvania,40.4406248,-79.9958864,354228,3156,36,194,1578,1348
1998,Portland,Oregon,45.5230622,-122.6764816,488813,6707,26,361,1639,4681
1998,Raleigh,North Carolina,35.7795897,-78.6381787,256084,2116,28,104,802,1182
1998,Sacramento,California,38.5815719,-121.4943996,384703,3376,31,141,1689,1515
1998,Salt Lake City,Utah,40.7607793,-111.8910474,178579,1465,16,146,598,705
1998,San Antonio,Texas,29.4241219,-98.4936282,1100791,4969,89,734,1780,2366
1998,San Diego,California,32.715738,-117.1610838,1205728,8744,42,371,2121,6210
1998,San Francisco,California,37.7749295,-122.4194155,741362,7337,58,244,3927,3108
1998,San Jose,California,37.3382082,-121.8863286,860211,5155,29,357,901,3868
1998,Seattle,Washington,47.6062095,-122.3320708,538105,4475,49,242,1728,2456
1998,St. Louis,Missouri,38.6270025,-90.1994042,344153,8848,113,168,3500,5067
1998,Tampa,Florida,27.950575,-82.4571776,295027,7543,40,266,2464,4773
1998,Tucson,Arizona,32.2217429,-110.926479,467677,4834,45,364,1485,2940
1998,Tulsa,Oklahoma,36.1539816,-95.992775,386251,4370,38,267,849,3216
1998,Virginia Beach,Virginia,36.8529263,-75.977985,436205,990,14,84,489,403
1998,Washington,District of Columbia,38.9071923,-77.0368707,523000,8988,260,190,3606,4932
1998,Wichita,Kansas,37.688889,-97.336111,329179,2190,31,187,795,1177
1999,Albuquerque,New Mexico,35.0853336,-106.6055534,420169,5255,48,220,1667,3320
1999,Arlington,Texas,32.735687,-97.1080656,310910,1951,11,109,546,1285
1999,Atlanta,Georgia,33.7489954,-84.3879824,411291,11226,143,321,4072,6690
1999,Aurora,Colorado,39.7294319,-104.8319195,255938,1454,11,182,455,806
1999,Aurora,Illinois,41.7605849,-88.3200715,255938,1454,11,182,455,806
1999,Austin,Texas,30.267153,-97.7430608,560389,2790,21,193,1002,1574
1999,Baltimore,Maryland,39.2903848,-76.6121893,650588,18677,305,374,7462,10536
1999,Boston,Massachusetts,42.3600825,-71.0588801,557812,7263,31,337,2467,4428
1999,Buffalo,New York,42.8864468,-78.8783689,301069,3243,32,176,1473,1562
1999,Chicago,Illinois,41.8781136,-87.6297982,2821032,51347,641,2469,20210,28027
1999,Cincinnati,Ohio,39.1031182,-84.5120196,337815,2491,28,249,1209,1005
1999,Cleveland,Ohio,41.49932,-81.6943605,497903,6051,78,506,3038,2429
1999,Columbus,Georgia,32.4609764,-84.9877094,673401,5755,71,638,3026,2020
1999,Columbus,Ohio,39.9611755,-82.9987942,673401,5755,71,638,3026,2020
1999,Dallas,Texas,32.7766642,-96.7969879,1091386,15435,191,663,6357,8224
1999,Denver,Colorado,39.7392358,-104.990251,509624,2909,63,249,1038,1559
1999,Detroit,Michigan,42.331427,-83.0457538,975020,21976,415,790,7823,12948
1999,El Paso,Texas,31.7775757,-106.4424559,623888,4280,14,185,715,3366
1999,Fort Worth,Texas,32.7554883,-97.3307658,498883,4246,67,286,1447,2446
1999,Fresno,California,36.7468422,-119.7725868,403966,4008,26,160,1268,2554
1999,Honolulu,Hawaii,21.3069444,-157.8583333,866566,2198,37,235,907,1019
1999,Houston,Texas,29.7604267,-95.3698028,1812277,21517,241,748,8350,12178
1999,Indianapolis,Indiana,39.768403,-86.158068,759066,7714,113,424,2598,4579
1999,Jacksonville,Florida,30.3321838,-81.655651,702462,7265,83,459,1703,5020
1999,Kansas City,Missouri,39.0997265,-94.5785667,443992,7766,117,330,2479,4840
1999,Las Vegas,Nevada,36.1699412,-115.1398296,922450,6133,109,532,3121,2371
1999,Long Beach,California,33.7700504,-118.1937395,437218,3257,46,119,1566,1526
1999,Los Angeles,California,34.0522342,-118.2436849,3650138,46840,425,1288,14411,30716
1999,Louisville,Kentucky,38.2526647,-85.7584557,0,0,0,0,0,0
1999,Memphis,Tennessee,35.1495343,-90.0489801,609851,8602,118,688,3715,4081
1999,Mesa,Arizona,33.4151843,-111.8314724,368537,2132,9,134,370,1619
1999,Miami,Florida,25.7616798,-80.1917902,373450,7861,63,113,3076,4609
1999,Milwaukee,Wisconsin,43.0389025,-87.9064736,580899,6061,124,272,3134,2531
1999,Minneapolis,Minnesota,44.977753,-93.2650108,355949,4943,47,451,2096,2349
1999,Nashville,Tennessee,36.1626638,-86.7816016,522935,8405,68,460,1960,5917
1999,New Orleans,Louisiana,29.9510658,-90.0715323,465828,5931,158,280,2733,2760
1999,New York,New York,40.7127837,-74.0059413,7429263,78945,664,1702,36091,40488
1999,Newark,New Jersey,40.735657,-74.1723667,268348,4867,69,103,2432,2263
1999,Oakland,California,37.8043637,-122.2711137,371234,5754,60,305,2190,3199
1999,Oklahoma City,Oklahoma,35.4675602,-97.5164276,473772,4071,56,398,1064,2553
1999,Omaha,Nebraska,41.2523634,-95.9979883,372364,4613,34,174,960,3445
1999,Orlando,Florida,28.5383355,-81.3792365,183547,3922,19,169,1096,2638
1999,Philadelphia,Pennsylvania,39.9525839,-75.1652215,1435382,23031,292,934,11104,10701
1999,Phoenix,Arizona,33.4483771,-112.0740373,1225881,10199,214,400,3819,5766
1999,Pittsburgh,Pennsylvania,40.4406248,-79.9958864,347072,3046,49,138,1581,1278
1999,Portland,Oregon,45.5230622,-122.6764816,508984,6294,35,340,1418,4501
1999,Raleigh,North Carolina,35.7795897,-78.6381787,263008,2031,16,92,739,1184
1999,Sacramento,California,38.5815719,-121.4943996,410089,3084,54,143,1450,1437
1999,Salt Lake City,Utah,40.7607793,-111.8910474,177010,1258,16,147,485,610
1999,San Antonio,Texas,29.4241219,-98.4936282,1130173,6340,96,599,1674,3971
1999,San Diego,California,32.715738,-117.1610838,1238549,7411,57,355,1812,5187
1999,San Francisco,California,37.7749295,-122.4194155,756700,6555,64,193,3475,2823
1999,San Jose,California,37.3382082,-121.8863286,875840,5088,25,347,726,3990
1999,Seattle,Washington,47.6062095,-122.3320708,542954,4166,45,188,1642,2291
1999,St. Louis,Missouri,38.6270025,-90.1994042,340836,7611,130,144,2792,4545
1999,Tampa,Florida,27.950575,-82.4571776,292941,6603,31,233,2321,4018
1999,Tucson,Arizona,32.2217429,-110.926479,471286,4307,36,245,1281,2745
1999,Tulsa,Oklahoma,36.1539816,-95.992775,382673,4447,41,235,887,3284
1999,Virginia Beach,Virginia,36.8529263,-75.977985,437660,1044,12,107,507,418
1999,Washington,District of Columbia,38.9071923,-77.0368707,519000,8448,241,248,3344,4615
1999,Wichita,Kansas,37.688889,-97.336111,332286,1927,27,169,700,1031
2000,Albuquerque,New Mexico,35.0853336,-106.6055534,448607,5136,33,239,1547,3317
2000,Arlington,Texas,32.735687,-97.1080656,332969,2157,14,96,595,1452
2000,Atlanta,Georgia,33.7489954,-84.3879824,416474,11583,134,278,4322,6849
2000,Aurora,Colorado,39.7294319,-104.8319195,276393,1513,22,165,473,853
2000,Aurora,Illinois,41.7605849,-88.3200715,276393,1513,22,165,473,853
2000,Austin,Texas,30.267153,-97.7430608,656562,3098,32,379,1005,1682
2000,Baltimore,Maryland,39.2903848,-76.6121893,651154,16003,261,366,6613,8763
2000,Boston,Massachusetts,42.3600825,-71.0588801,589141,7322,39,325,2451,4507
2000,Buffalo,New York,42.8864468,-78.8783689,292648,3657,39,176,1555,1887
2000,Chicago,Illinois,41.8781136,-87.6297982,2896016,48522,631,2001,19345,26545
2000,Cincinnati,Ohio,39.1031182,-84.5120196,331285,2783,22,284,1404,1073
2000,Cleveland,Ohio,41.49932,-81.6943605,478403,6041,71,615,3084,2271
2000,Columbus,Georgia,32.4609764,-84.9877094,711470,5998,67,578,3098,2255
2000,Columbus,Ohio,39.9611755,-82.9987942,711470,5998,67,578,3098,2255
2000,Dallas,Texas,32.7766642,-96.7969879,1188580,16042,231,633,7046,8132
2000,Denver,Colorado,39.7392358,-104.990251,554636,2885,32,296,1039,1518
2000,Detroit,Michigan,42.331427,-83.0457538,951270,22112,396,811,7868,13037
2000,El Paso,Texas,31.7775757,-106.4424559,563662,4396,20,188,731,3457
2000,Fort Worth,Texas,32.7554883,-97.3307658,534694,3816,61,325,1314,2116
2000,Fresno,California,36.7468422,-119.7725868,427652,3843,24,161,1304,2354
2000,Honolulu,Hawaii,21.3069444,-157.8583333,876303,2302,20,240,984,1058
2000,Houston,Texas,29.7604267,-95.3698028,1953631,21491,230,813,8256,12192
2000,Indianapolis,Indiana,39.768403,-86.158068,793778,6843,96,443,2551,3753
2000,Jacksonville,Florida,30.3321838,-81.655651,735617,8207,79,443,2022,5663
2000,Kansas City,Missouri,39.0997265,-94.5785667,441545,7181,113,310,2265,4493
2000,Las Vegas,Nevada,36.1699412,-115.1398296,1060541,6349,90,443,3366,2450
2000,Long Beach,California,33.7700504,-118.1937395,461522,3216,49,114,1519,1534
2000,Los Angeles,California,34.0522342,-118.2436849,3694820,50241,550,1459,15527,32705
2000,Louisville,Kentucky,38.2526647,-85.7584557,0,0,0,0,0,0
2000,Memphis,Tennessee,35.1495343,-90.0489801,650100,9616,147,574,4087,4808
2000,Mesa,Arizona,33.4151843,-111.8314724,396375,2393,15,120,433,1825
2000,Miami,Florida,25.7616798,-80.1917902,362470,7877,66,118,3077,4616
2000,Milwaukee,Wisconsin,43.0389025,-87.9064736,596974,5711,122,303,3021,2265
2000,Minneapolis,Minnesota,44.977753,-93.2650108,382618,4404,50,422,1948,1984
2000,Nashville,Tennessee,36.1626638,-86.7816016,553168,8978,72,406,2250,6250
2000,New Orleans,Louisiana,29.9510658,-90.0715323,484674,5155,204,227,2421,2303
2000,New York,New York,40.7127837,-74.0059413,8008278,75692,673,1630,32558,40831
2000,Newark,New Jersey,40.735657,-74.1723667,273546,4092,58,95,1923,2016
2000,Oakland,California,37.8043637,-122.2711137,399484,5038,80,320,1929,2709
2000,Oklahoma City,Oklahoma,35.4675602,-97.5164276,506132,3951,38,388,990,2535
2000,Omaha,Nebraska,41.2523634,-95.9979883,390007,3164,37,189,875,2063
2000,Orlando,Florida,28.5383355,-81.3792365,185951,3926,21,141,1044,2720
2000,Philadelphia,Pennsylvania,39.9525839,-75.1652215,1517550,22812,319,1021,10425,11047
2000,Phoenix,Arizona,33.4483771,-112.0740373,1321045,9754,152,422,3763,5417
2000,Pittsburgh,Pennsylvania,40.4406248,-79.9958864,341247,3267,37,128,1585,1517
2000,Portland,Oregon,45.5230622,-122.6764816,529121,5698,19,369,1446,3864
2000,Raleigh,North Carolina,35.7795897,-78.6381787,276093,2049,26,89,769,1165
2000,Sacramento,California,38.5815719,-121.4943996,407018,3117,39,147,1412,1519
2000,Salt Lake City,Utah,40.7607793,-111.8910474,181743,1301,10,137,576,578
2000,San Antonio,Texas,29.4241219,-98.4936282,1144646,7908,85,456,1699,5668
2000,San Diego,California,32.715738,-117.1610838,1223400,7160,54,349,1777,4980
2000,San Francisco,California,37.7749295,-122.4194155,776733,6499,59,229,3456,2755
2000,San Jose,California,37.3382082,-121.8863286,894943,4928,19,337,677,3895
2000,Seattle,Washington,47.6062095,-122.3320708,563374,4333,36,181,1653,2463
2000,St. Louis,Missouri,38.6270025,-90.1994042,348189,7936,124,112,3224,4476
2000,Tampa,Florida,27.950575,-82.4571776,303447,6381,38,235,2183,3925
2000,Tucson,Arizona,32.2217429,-110.926479,486699,4542,60,355,1444,2683
2000,Tulsa,Oklahoma,36.1539816,-95.992775,393049,4411,33,242,737,3399
