year,city,state,lat,long,total_pop,violent_crime,homs_sum,rape_sum,rob_sum,agg_ass_sum
1984,San Jose,California,37.3382082,-121.8863286,685792,3295,48,421,1175,1651
1984,Seattle,Washington,47.6062095,-122.3320708,497598,5553,50,448,2386,2669
1984,St. Louis,Missouri,38.6270025,-90.1994042,442528,7729,128,349,3112,4140
1984,Tampa,Florida,27.950575,-82.4571776,289355,5852,52,277,1843,3680
1984,Tucson,Arizona,32.2217429,-110.926479,372146,2959,25,282,809,1843
1984,Tulsa,Oklahoma,36.1539816,-95.992775,385394,2619,30,246,904,1439
1984,Virginia Beach,Virginia,36.8529263,-75.977985,290678,618,13,118,235,252
1984,Washington,District of Columbia,38.9071923,-77.0368707,623000,10725,175,366,6087,4097
1984,Wichita,Kansas,37.688889,-97.336111,291555,1328,12,207,451,658
1985,Albuquerque,New Mexico,35.0853336,-106.6055534,357051,4105,42,238,1247,2578
1985,Arlington,Texas,32.735687,-97.1080656,218931,1110,18,105,299,688
1985,Atlanta,Georgia,33.7489954,-84.3879824,436214,11610,145,683,4792,5990
1985,Aurora,Colorado,39.7294319,-104.8319195,198033,2250,10,89,434,1717
1985,Aurora,Illinois,41.7605849,-88.3200715,198033,2250,10,89,434,1717
1985,Austin,Texas,30.267153,-97.7430608,406469,2363,52,489,1076,746
1985,Baltimore,Maryland,39.2903848,-76.6121893,771097,15498,213,592,7771,6922
1985,Boston,Massachusetts,42.3600825,-71.0588801,573131,11887,87,532,6232,5036
1985,Buffalo,New York,42.8864468,-78.8783689,339890,3411,31,291,1390,1699
1985,Chicago,Illinois,41.8781136,-87.6297982,2998841,60011,666,3357,26892,29096
1985,Cincinnati,Ohio,39.1031182,-84.5120196,370198,3275,45,360,1242,1628
1985,Cleveland,Ohio,41.49932,-81.6943605,546126,6580,131,745,3499,2205
1985,Columbus,Georgia,32.4609764,-84.9877094,565682,4392,72,406,2144,1770
1985,Columbus,Ohio,39.9611755,-82.9987942,565682,4392,72,406,2144,1770
1985,Dallas,Texas,32.7766642,-96.7969879,997467,14364,301,1149,6051,6863
1985,Denver,Colorado,39.7392358,-104.990251,513048,4252,72,418,1917,1845
1985,Detroit,Michigan,42.331427,-83.0457538,1090581,25904,635,1575,16769,6925
1985,El Paso,Texas,31.7775757,-106.4424559,474870,3662,22,181,993,2466
1985,Fort Worth,Texas,32.7554883,-97.3307658,424449,6352,128,483,2620,3121
1985,Fresno,California,36.7468422,-119.7725868,275125,2311,46,178,1233,854
1985,Honolulu,Hawaii,21.3069444,-157.8583333,817083,1801,36,248,965,552
1985,Houston,Texas,29.7604267,-95.3698028,1746375,16461,457,1711,9589,4704
1985,Indianapolis,Indiana,39.768403,-86.158068,471656,4622,59,346,1795,2422
1985,Jacksonville,Florida,30.3321838,-81.655651,601007,7301,90,705,2693,3813
1985,Kansas City,Missouri,39.0997265,-94.5785667,444942,8012,91,424,2646,4851
1985,Las Vegas,Nevada,36.1699412,-115.1398296,456749,3624,57,278,1755,1534
1985,Long Beach,California,33.7700504,-118.1937395,389728,4134,63,235,2405,1431
1985,Los Angeles,California,34.0522342,-118.2436849,3186459,52832,777,2318,27938,21799
1985,Louisville,Kentucky,38.2526647,-85.7584557,0,0,0,0,0,0
1985,Memphis,Tennessee,35.1495343,-90.0489801,654626,9738,122,903,5016,3697
1985,Mesa,Arizona,33.4151843,-111.8314724,202450,1121,8,70,156,887
1985,Miami,Florida,25.7616798,-80.1917902,385892,11186,131,284,5768,5003
1985,Milwaukee,Wisconsin,43.0389025,-87.9064736,621931,4056,68,390,2086,1512
1985,Minneapolis,Minnesota,44.977753,-93.2650108,361021,5135,29,419,2326,2361
1985,Nashville,Tennessee,36.1626638,-86.7816016,481286,3376,81,348,1588,1359
1985,New Orleans,Louisiana,29.9510658,-90.0715323,561364,8222,152,451,4142,3477
1985,New York,New York,40.7127837,-74.0059413,7183984,135152,1384,3880,79532,50356
1985,Newark,New Jersey,40.735657,-74.1723667,316356,9736,117,594,5320,3705
1985,Oakland,California,37.8043637,-122.2711137,362095,6703,95,531,3316,2761
1985,Oklahoma City,Oklahoma,35.4675602,-97.5164276,443575,4328,61,485,1585,2197
1985,Omaha,Nebraska,41.2523634,-95.9979883,362883,2498,24,214,591,1669
1985,Orlando,Florida,28.5383355,-81.3792365,142025,2931,24,154,902,1851
1985,Philadelphia,Pennsylvania,39.9525839,-75.1652215,1640102,16209,273,1021,9381,5534
1985,Phoenix,Arizona,33.4483771,-112.0740373,890746,7521,89,635,2425,4372
1985,Pittsburgh,Pennsylvania,40.4406248,-79.9958864,400969,4353,34,188,3016,1115
1985,Portland,Oregon,45.5230622,-122.6764816,367571,8634,43,469,3508,4614
1985,Raleigh,North Carolina,35.7795897,-78.6381787,171814,1035,13,57,307,658
1985,Sacramento,California,38.5815719,-121.4943996,312944,3681,39,209,2083,1350
1985,Salt Lake City,Utah,40.7607793,-111.8910474,164216,1083,14,99,446,524
1985,San Antonio,Texas,29.4241219,-98.4936282,862878,5393,180,824,2683,1706
1985,San Diego,California,32.715738,-117.1610838,988284,6250,96,338,3062,2754
1985,San Francisco,California,37.7749295,-122.4194155,733456,9502,85,512,5111,3794
1985,San Jose,California,37.3382082,-121.8863286,706062,3470,55,415,1237,1763
1985,Seattle,Washington,47.6062095,-122.3320708,495190,6523,61,441,2843,3178
1985,St. Louis,Missouri,38.6270025,-90.1994042,431109,8642,169,384,3136,4953
1985,Tampa,Florida,27.950575,-82.4571776,285280,6855,70,288,2657,3840
1985,Tucson,Arizona,32.2217429,-110.926479,381473,3713,32,297,1051,2333
1985,Tulsa,Oklahoma,36.1539816,-95.992775,374875,2902,33,268,796,1805
1985,Virginia Beach,Virginia,36.8529263,-75.977985,312584,550,17,98,205,230
1985,Washington,District of Columbia,38.9071923,-77.0368707,626000,10171,147,337,5230,4457
1985,Wichita,Kansas,37.688889,-97.336111,284915,1672,26,249,699,698
1986,Albuquerque,New Mexico,35.0853336,-106.6055534,364196,4292,49,247,1248,2748
1986,Arlington,Texas,32.735687,-97.1080656,223106,1450,22,120,518,790
1986,Atlanta,Georgia,33.7489954,-84.3879824,445617,13162,186,681,5428,6867
1986,Aurora,Colorado,39.7294319,-104.8319195,200189,2868,11,120,580,2157
1986,Aurora,Illinois,41.7605849,-88.3200715,200189,2868,11,120,580,2157
1986,Austin,Texas,30.267153,-97.7430608,414220,2667,48,388,1124,1107
1986,Baltimore,Maryland,39.2903848,-76.6121893,783542,15229,240,660,7989,6340
1986,Boston,Massachusetts,42.3600825,-71.0588801,574107,12395,105,516,6225,5549
1986,Buffalo,New York,42.8864468,-78.8783689,339685,3755,35,281,1533,1906
1986,Chicago,Illinois,41.8781136,-87.6297982,3003105,68909,754,3708,30918,33529
1986,Cincinnati,Ohio,39.1031182,-84.5120196,370482,3340,46,291,1216,1787
1986,Cleveland,Ohio,41.49932,-81.6943605,546544,7115,124,773,3698,2520
1986,Columbus,Georgia,32.4609764,-84.9877094,566115,5148,78,550,2255,2265
1986,Columbus,Ohio,39.9611755,-82.9987942,566115,5148,78,550,2255,2265
1986,Dallas,Texas,32.7766642,-96.7969879,1016488,19275,347,1255,9289,8384
1986,Denver,Colorado,39.7392358,-104.990251,518625,4650,91,424,2099,2036
1986,Detroit,Michigan,42.331427,-83.0457538,1096947,27277,648,1351,16421,8857
1986,El Paso,Texas,31.7775757,-106.4424559,483925,4734,46,198,1039,3451
1986,Fort Worth,Texas,32.7554883,-97.3307658,432542,7870,200,559,3373,3738
1986,Fresno,California,36.7468422,-119.7725868,281554,3426,53,241,1316,1816
1986,Honolulu,Hawaii,21.3069444,-157.8583333,823306,2076,46,241,1052,737
1986,Houston,Texas,29.7604267,-95.3698028,1779677,20576,408,1524,10926,7718
1986,Indianapolis,Indiana,39.768403,-86.158068,470591,4307,63,438,1571,2235
1986,Jacksonville,Florida,30.3321838,-81.655651,616668,8003,119,618,2985,4281
1986,Kansas City,Missouri,39.0997265,-94.5785667,448237,9673,116,460,3442,5655
1986,Las Vegas,Nevada,36.1699412,-115.1398296,463158,3947,75,323,1933,1616
1986,Long Beach,California,33.7700504,-118.1937395,398983,4839,62,220,2774,1783
1986,Los Angeles,California,34.0522342,-118.2436849,3260856,66378,834,2330,29930,33284
1986,Louisville,Kentucky,38.2526647,-85.7584557,0,0,0,0,0,0
1986,Memphis,Tennessee,35.1495343,-90.0489801,660255,10477,161,919,5819,3578
1986,Mesa,Arizona,33.4151843,-111.8314724,210702,1208,11,117,239,841
1986,Miami,Florida,25.7616798,-80.1917902,396374,11676,148,221,5767,5540
1986,Milwaukee,Wisconsin,43.0389025,-87.9064736,623278,6135,83,444,2207,3401
1986,Minneapolis,Minnesota,44.977753,-93.2650108,362845,5959,44,492,2801,2622
1986,Nashville,Tennessee,36.1626638,-86.7816016,470906,4218,93,410,1953,1762
1986,New Orleans,Louisiana,29.9510658,-90.0715323,563927,9165,197,456,5165,3347
1986,New York,New York,40.7127837,-74.0059413,7179609,143251,1582,3536,80827,57306
1986,Newark,New Jersey,40.735657,-74.1723667,318801,10160,113,589,5464,3994
1986,Oakland,California,37.8043637,-122.2711137,370556,6985,129,538,3787,2531
1986,Oklahoma City,Oklahoma,35.4675602,-97.5164276,444119,4239,60,425,1484,2270
1986,Omaha,Nebraska,41.2523634,-95.9979883,332368,2726,30,225,627,1844
1986,Orlando,Florida,28.5383355,-81.3792365,145882,3416,14,172,1229,2001
1986,Philadelphia,Pennsylvania,39.9525839,-75.1652215,1645144,17207,343,1086,9647,6131
1986,Phoenix,Arizona,33.4483771,-112.0740373,927055,9238,122,567,2972,5577
1986,Pittsburgh,Pennsylvania,40.4406248,-79.9958864,402204,4707,47,253,3253,1154
1986,Portland,Oregon,45.5230622,-122.6764816,368439,8804,46,438,3887,4433
1986,Raleigh,North Carolina,35.7795897,-78.6381787,173901,1163,16,76,339,732
1986,Sacramento,California,38.5815719,-121.4943996,320256,4238,70,258,2214,1696
1986,Salt Lake City,Utah,40.7607793,-111.8910474,166182,1246,20,107,506,613
1986,San Antonio,Texas,29.4241219,-98.4936282,879332,6237,162,805,3262,2008
1986,San Diego,California,32.715738,-117.1610838,1011376,8522,102,391,3985,4044
1986,San Francisco,California,37.7749295,-122.4194155,750544,9506,114,492,5085,3815
1986,San Jose,California,37.3382082,-121.8863286,722560,4020,39,430,1126,2425
1986,Seattle,Washington,47.6062095,-122.3320708,501279,6790,50,443,2792,3505
1986,St. Louis,Missouri,38.6270025,-90.1994042,434298,9889,195,373,3326,5995
1986,Tampa,Florida,27.950575,-82.4571776,293030,8147,79,375,3512,4181
1986,Tucson,Arizona,32.2217429,-110.926479,397023,3644,41,251,1042,2310
1986,Tulsa,Oklahoma,36.1539816,-95.992775,375335,3295,40,272,858,2125
1986,Virginia Beach,Virginia,36.8529263,-75.977985,316959,736,25,85,336,290
1986,Washington,District of Columbia,38.9071923,-77.0368707,626000,9422,194,328,4719,4181
1986,Wichita,Kansas,37.688889,-97.336111,286163,1531,23,261,586,661
1987,Albuquerque,New Mexico,35.0853336,-106.6055534,371756,3845,48,211,987,2599
1987,Arlington,Texas,32.735687,-97.1080656,251372,1412,18,92,511,791
1987,Atlanta,Georgia,33.7489954,-84.3879824,429953,12893,207,636,5100,6950
1987,Aurora,Colorado,39.7294319,-104.8319195,219945,2700,20,118,524,2038
1987,Aurora,Illinois,41.7605849,-88.3200715,219945,2700,20,118,524,2038
1987,Austin,Texas,30.267153,-97.7430608,469542,2313,39,284,985,1005
1987,Baltimore,Maryland,39.2903848,-76.6121893,764893,14295,226,595,7466,6008
1987,Boston,Massachusetts,42.3600825,-71.0588801,575882,11954,76,550,5408,5920
1987,Buffalo,New York,42.8864468,-78.8783689,325787,3555,35,268,1552,1700
1987,Chicago,Illinois,41.8781136,-87.6297982,3018338,68368,689,3692,29815,34172
1987,Cincinnati,Ohio,39.1031182,-84.5120196,371585,3167,69,344,1183,1571
1987,Cleveland,Ohio,41.49932,-81.6943605,548171,6964,145,750,3541,2528
1987,Columbus,Georgia,32.4609764,-84.9877094,567800,5381,85,534,2864,1898
1987,Columbus,Ohio,39.9611755,-82.9987942,567800,5381,85,534,2864,1898
1987,Dallas,Texas,32.7766642,-96.7969879,1009947,20086,323,1260,9091,9412
1987,Denver,Colorado,39.7392358,-104.990251,509529,3841,79,401,1612,1749
1987,Detroit,Michigan,42.331427,-83.0457538,1091523,27778,686,1417,15093,10582
1987,El Paso,Texas,31.7775757,-106.4424559,494954,4332,25,219,969,3119
1987,Fort Worth,Texas,32.7554883,-97.3307658,432305,7691,135,476,3270,3810
1987,Fresno,California,36.7468422,-119.7725868,291855,3373,33,196,1096,2048
1987,Honolulu,Hawaii,21.3069444,-157.8583333,832614,2258,36,322,985,915
1987,Houston,Texas,29.7604267,-95.3698028,1739999,18971,323,1172,9692,7784
1987,Indianapolis,Indiana,39.768403,-86.158068,478693,4543,57,432,1334,2720
1987,Jacksonville,Florida,30.3321838,-81.655651,629887,9577,147,609,3876,4945
1987,Kansas City,Missouri,39.0997265,-94.5785667,444382,8423,131,486,3279,4527
1987,Las Vegas,Nevada,36.1699412,-115.1398296,481393,3884,47,308,1837,1692
1987,Long Beach,California,33.7700504,-118.1937395,406297,4660,62,221,2467,1910
1987,Los Angeles,California,34.0522342,-118.2436849,3341726,63833,811,2169,26192,34661
1987,Louisville,Kentucky,38.2526647,-85.7584557,0,0,0,0,0,0
1987,Memphis,Tennessee,35.1495343,-90.0489801,659720,8833,143,831,4696,3163
1987,Mesa,Arizona,33.4151843,-111.8314724,262428,1293,9,96,222,966
1987,Miami,Florida,25.7616798,-80.1917902,385089,11309,128,202,5594,5385
1987,Milwaukee,Wisconsin,43.0389025,-87.9064736,607885,6008,92,437,1984,3495
1987,Minneapolis,Minnesota,44.977753,-93.2650108,359371,5538,38,520,2866,2114
1987,Nashville,Tennessee,36.1626638,-86.7816016,487097,5253,99,509,2350,2295
1987,New Orleans,Louisiana,29.9510658,-90.0715323,549536,7678,205,359,3786,3328
1987,New York,New York,40.7127837,-74.0059413,7284319,148313,1672,3507,78890,64244
1987,Newark,New Jersey,40.735657,-74.1723667,318402,8926,81,577,4230,4038
1987,Oakland,California,37.8043637,-122.2711137,365983,6485,114,538,3176,2657
1987,Oklahoma City,Oklahoma,35.4675602,-97.5164276,441408,3798,48,381,1322,2047
1987,Omaha,Nebraska,41.2523634,-95.9979883,374934,2536,28,189,570,1749
1987,Orlando,Florida,28.5383355,-81.3792365,150250,3411,27,181,1029,2174
1987,Philadelphia,Pennsylvania,39.9525839,-75.1652215,1649364,17398,338,1102,9302,6656
1987,Phoenix,Arizona,33.4483771,-112.0740373,933177,8181,111,503,2287,5280
1987,Pittsburgh,Pennsylvania,40.4406248,-79.9958864,389015,4318,37,263,2834,1184
1987,Portland,Oregon,45.5230622,-122.6764816,390845,8763,66,407,3667,4623
1987,Raleigh,North Carolina,35.7795897,-78.6381787,182750,1124,15,78,384,647
1987,Sacramento,California,38.5815719,-121.4943996,331728,3836,78,241,1841,1676
1987,Salt Lake City,Utah,40.7607793,-111.8910474,159839,1090,13,94,482,501
1987,San Antonio,Texas,29.4241219,-98.4936282,920215,6092,174,849,3253,1816
1987,San Diego,California,32.715738,-117.1610838,1040851,9112,96,410,3452,5154
1987,San Francisco,California,37.7749295,-122.4194155,767933,9298,103,452,4654,4089
1987,San Jose,California,37.3382082,-121.8863286,730079,4378,24,393,944,3017
1987,Seattle,Washington,47.6062095,-122.3320708,494426,7096,54,465,2959,3618
1987,St. Louis,Missouri,38.6270025,-90.1994042,429414,9778,153,332,3296,5997
1987,Tampa,Florida,27.950575,-82.4571776,285856,8899,61,297,3427,5114
1987,Tucson,Arizona,32.2217429,-110.926479,374546,3523,23,281,911,2308
1987,Tulsa,Oklahoma,36.1539816,-95.992775,369961,3129,35,234,1074,1786
1987,Virginia Beach,Virginia,36.8529263,-75.977985,340158,718,11,124,322,261
1987,Washington,District of Columbia,38.9071923,-77.0368707,622000,10016,225,245,4462,5084
1987,Wichita,Kansas,37.688889,-97.336111,290702,1566,24,240,591,711
1988,Albuquerque,New Mexico,35.0853336,-106.6055534,378176,4275,49,190,928,3108
1988,Arlington,Texas,32.735687,-97.1080656,251712,1388,13,110,568,697
1988,Atlanta,Georgia,33.7489954,-84.3879824,444995,15911,217,721,5972,9001
1988,Aurora,Colorado,39.7294319,-104.8319195,219404,2625,15,127,462,2021
1988,Aurora,Illinois,41.7605849,-88.3200715,219404,2625,15,127,462,2021
1988,Austin,Texas,30.267153,-97.7430608,467423,2508,43,247,1018,1200
1988,Baltimore,Maryland,39.2903848,-76.6121893,763880,14721,234,517,7396,6574
1988,Boston,Massachusetts,42.3600825,-71.0588801,579921,12175,93,558,5233,6291
1988,Buffalo,New York,42.8864468,-78.8783689,323714,4271,43,296,1774,2158
1988,Chicago,Illinois,41.8781136,-87.6297982,2994100,69318,660,3695,28975,35988
1988,Cincinnati,Ohio,39.1031182,-84.5120196,377783,3199,47,296,1211,1645
1988,Cleveland,Ohio,41.49932,-81.6943605,544515,7333,137,844,3795,2557
1988,Columbus,Georgia,32.4609764,-84.9877094,588428,5802,69,594,3028,2111
1988,Columbus,Ohio,39.9611755,-82.9987942,588428,5802,69,594,3028,2111
1988,Dallas,Texas,32.7766642,-96.7969879,1017818,21135,366,1306,9647,9816
1988,Denver,Colorado,39.7392358,-104.990251,500555,3634,69,370,1393,1802
1988,Detroit,Michigan,42.331427,-83.0457538,1086714,25805,629,1447,12978,10751
1988,El Paso,Texas,31.7775757,-106.4424559,501544,4505,31,242,1088,3144
1988,Fort Worth,Texas,32.7554883,-97.3307658,432889,7326,97,489,3115,3625
1988,Fresno,California,36.7468422,-119.7725868,294695,3997,39,231,1393,2334
1988,Honolulu,Hawaii,21.3069444,-157.8583333,838656,2186,28,283,833,1042
1988,Houston,Texas,29.7604267,-95.3698028,1725421,19817,440,1206,10049,8122
1988,Indianapolis,Indiana,39.768403,-86.158068,483187,5635,79,422,1464,3670
1988,Jacksonville,Florida,30.3321838,-81.655651,645024,0,187,573,4299,0
1988,Kansas City,Missouri,39.0997265,-94.5785667,447461,8316,134,473,3479,4230
1988,Las Vegas,Nevada,36.1699412,-115.1398296,510941,4024,54,363,1887,1720
1988,Long Beach,California,33.7700504,-118.1937395,413667,5153,58,218,2646,2231
1988,Los Angeles,California,34.0522342,-118.2436849,3402342,66736,736,2006,26182,37812
1988,Louisville,Kentucky,38.2526647,-85.7584557,0,0,0,0,0,0
1988,Memphis,Tennessee,35.1495343,-90.0489801,668935,8914,174,863,4462,3415
1988,Mesa,Arizona,33.4151843,-111.8314724,267642,1396,11,119,261,1005
1988,Miami,Florida,25.7616798,-80.1917902,389720,12961,146,411,6398,6006
1988,Milwaukee,Wisconsin,43.0389025,-87.9064736,611140,5037,81,400,2111,2445
1988,Minneapolis,Minnesota,44.977753,-93.2650108,364745,5500,55,460,2565,2420
1988,Nashville,Tennessee,36.1626638,-86.7816016,502759,5290,79,464,1954,2793
1988,New Orleans,Louisiana,29.9510658,-90.0715323,538047,8923,228,403,4729,3563
1988,New York,New York,40.7127837,-74.0059413,7346352,162916,1896,3412,86578,71030
1988,Newark,New Jersey,40.735657,-74.1723667,319191,9733,115,522,4424,4672
1988,Oakland,California,37.8043637,-122.2711137,367782,6049,112,498,3141,2298
1988,Oklahoma City,Oklahoma,35.4675602,-97.5164276,440136,3986,60,377,1365,2184
1988,Omaha,Nebraska,41.2523634,-95.9979883,377958,2774,28,216,710,1820
1988,Orlando,Florida,28.5383355,-81.3792365,155673,3587,28,289,1229,2041
1988,Philadelphia,Pennsylvania,39.9525839,-75.1652215,1657285,17082,374,912,8858,6938
1988,Phoenix,Arizona,33.4483771,-112.0740373,951717,8477,106,445,2518,5408
1988,Pittsburgh,Pennsylvania,40.4406248,-79.9958864,387190,4118,19,234,2537,1328
1988,Portland,Oregon,45.5230622,-122.6764816,387659,8686,45,372,3632,4637
1988,Raleigh,North Carolina,35.7795897,-78.6381787,188308,1177,11,65,335,766
1988,Sacramento,California,38.5815719,-121.4943996,340483,3582,68,188,1612,1714
1988,Salt Lake City,Utah,40.7607793,-111.8910474,162005,1036,15,90,487,444
1988,San Antonio,Texas,29.4241219,-98.4936282,935729,5273,143,535,2859,1736
1988,San Diego,California,32.715738,-117.1610838,1073466,9171,144,389,3204,5434
1988,San Francisco,California,37.7749295,-122.4194155,753927,9667,92,453,4867,4255
1988,San Jose,California,37.3382082,-121.8863286,732022,4689,37,438,948,3266
1988,Seattle,Washington,47.6062095,-122.3320708,505380,6879,56,439,2709,3675
1988,St. Louis,Missouri,38.6270025,-90.1994042,425187,10481,140,305,3327,6709
1988,Tampa,Florida,27.950575,-82.4571776,293732,0,0,0,0,0
1988,Tucson,Arizona,32.2217429,-110.926479,383174,3527,31,281,768,2447
1988,Tulsa,Oklahoma,36.1539816,-95.992775,373602,3462,35,260,1008,2159
1988,Virginia Beach,Virginia,36.8529263,-75.977985,355562,717,27,108,327,255
1988,Washington,District of Columbia,38.9071923,-77.0368707,620000,11913,369,165,5689,5690
1988,Wichita,Kansas,37.688889,-97.336111,292733,1655,15,238,628,774
1989,Albuquerque,New Mexico,35.0853336,-106.6055534,384801,4696,41,178,1032,3445
1989,Arlington,Texas,32.735687,-97.1080656,259796,1550,11,88,552,899
1989,Atlanta,Georgia,33.7489954,-84.3879824,426482,16852,246,691,6796,9119
1989,Aurora,Colorado,39.7294319,-104.8319195,219780,2859,7,120,378,2354
1989,Aurora,Illinois,41.7605849,-88.3200715,219780,2859,7,120,378,2354
1989,Austin,Texas,30.267153,-97.7430608,468907,2605,31,235,1019,1320
1989,Baltimore,Maryland,39.2903848,-76.6121893,763138,15618,262,541,7966,6849
1989,Boston,Massachusetts,42.3600825,-71.0588801,580095,12919,99,483,5866,6471
1989,Buffalo,New York,42.8864468,-78.8783689,314284,4479,37,268,1829,2345
1989,Chicago,Illinois,41.8781136,-87.6297982,2988260,73590,742,3645,31588,37615
1989,Cincinnati,Ohio,39.1031182,-84.5120196,372282,3690,45,351,1428,1866
1989,Cleveland,Ohio,41.49932,-81.6943605,523906,7965,144,837,4045,2939
1989,Columbus,Georgia,32.4609764,-84.9877094,572341,5986,90,543,3127,2226
1989,Columbus,Ohio,39.9611755,-82.9987942,572341,5986,90,543,3127,2226
1989,Dallas,Texas,32.7766642,-96.7969879,996320,21228,351,1185,9442,10250
1989,Denver,Colorado,39.7392358,-104.990251,494589,3572,55,325,1267,1925
1989,Detroit,Michigan,42.331427,-83.0457538,1039599,24956,624,1424,11902,11006
1989,El Paso,Texas,31.7775757,-106.4424559,515607,4722,41,241,1139,3301
1989,Fort Worth,Texas,32.7554883,-97.3307658,430481,6668,113,454,2525,3576
1989,Fresno,California,36.7468422,-119.7725868,315218,4289,42,234,1525,2488
1989,Honolulu,Hawaii,21.3069444,-157.8583333,848959,2165,43,269,809,1044
1989,Houston,Texas,29.7604267,-95.3698028,1713499,19528,459,1152,9820,8097
1989,Indianapolis,Indiana,39.768403,-86.158068,484056,5859,41,483,1806,3529
1989,Jacksonville,Florida,30.3321838,-81.655651,654737,9449,165,609,3940,4735
1989,Kansas City,Missouri,39.0997265,-94.5785667,440435,8996,140,507,3824,4525
1989,Las Vegas,Nevada,36.1699412,-115.1398296,536148,4094,67,305,2046,1676
1989,Long Beach,California,33.7700504,-118.1937395,426025,7169,85,247,3763,3074
1989,Los Angeles,California,34.0522342,-118.2436849,3441449,77297,877,1996,31063,43361
1989,Louisville,Kentucky,38.2526647,-85.7584557,0,0,0,0,0,0
1989,Memphis,Tennessee,35.1495343,-90.0489801,651081,8030,141,781,3781,3327
1989,Mesa,Arizona,33.4151843,-111.8314724,285883,1400,10,85,213,1092
1989,Miami,Florida,25.7616798,-80.1917902,381206,14093,132,285,7289,6387
1989,Milwaukee,Wisconsin,43.0389025,-87.9064736,600898,4270,112,461,2415,1282
1989,Minneapolis,Minnesota,44.977753,-93.2650108,348384,5367,46,462,2524,2335
1989,Nashville,Tennessee,36.1626638,-86.7816016,501398,5230,69,478,1608,3075
1989,New Orleans,Louisiana,29.9510658,-90.0715323,528589,10203,251,388,5449,4115
1989,New York,New York,40.7127837,-74.0059413,7369454,169487,1905,3254,93377,70951
1989,Newark,New Jersey,40.735657,-74.1723667,313839,10340,107,376,5310,4547
1989,Oakland,California,37.8043637,-122.2711137,366305,5555,129,442,3224,1760
1989,Oklahoma City,Oklahoma,35.4675602,-97.5164276,431982,4307,61,352,1617,2277
1989,Omaha,Nebraska,41.2523634,-95.9979883,355110,2751,23,188,639,1901
1989,Orlando,Florida,28.5383355,-81.3792365,160197,3343,19,176,1189,1959
1989,Philadelphia,Pennsylvania,39.9525839,-75.1652215,1652188,18054,475,784,10233,6562
1989,Phoenix,Arizona,33.4483771,-112.0740373,941948,8481,126,399,2615,5341
1989,Pittsburgh,Pennsylvania,40.4406248,-79.9958864,376412,4579,31,219,2471,1858
1989,Portland,Oregon,45.5230622,-122.6764816,425788,8052,38,415,2667,4932
1989,Raleigh,North Carolina,35.7795897,-78.6381787,189132,1248,15,102,380,751
1989,Sacramento,California,38.5815719,-121.4943996,347172,3658,44,187,1654,1773
1989,Salt Lake City,Utah,40.7607793,-111.8910474,154304,1197,18,136,484,559
1989,San Antonio,Texas,29.4241219,-98.4936282,949691,5253,168,477,2710,1898
1989,San Diego,California,32.715738,-117.1610838,1098639,10124,121,410,3585,6008
1989,San Francisco,California,37.7749295,-122.4194155,750964,10064,73,380,5005,4606
1989,San Jose,California,37.3382082,-121.8863286,757964,4535,38,399,995,3103
1989,Seattle,Washington,47.6062095,-122.3320708,514398,6878,38,478,2448,3914
1989,St. Louis,Missouri,38.6270025,-90.1994042,405066,12644,158,330,4220,7936
1989,Tampa,Florida,27.950575,-82.4571776,289463,7910,57,175,3137,4541
1989,Tucson,Arizona,32.2217429,-110.926479,393319,3187,40,235,686,2226
1989,Tulsa,Oklahoma,36.1539816,-95.992775,366297,4350,32,307,1416,2595
1989,Virginia Beach,Virginia,36.8529263,-75.977985,370316,762,17,133,318,294
1989,Washington,District of Columbia,38.9071923,-77.0368707,604000,12936,434,186,6541,5775
1989,Wichita,Kansas,37.688889,-97.336111,297391,2302,29,265,970,1038
1990,Albuquerque,New Mexico,35.0853336,-106.6055534,384736,5121,34,222,1030,3835
1990,Arlington,Texas,32.735687,-97.1080656,261721,1876,8,139,586,1143
1990,Atlanta,Georgia,33.7489954,-84.3879824,394017,16097,231,695,6109,9062
1990,Aurora,Colorado,39.7294319,-104.8319195,222103,3191,8,170,397,2616
1990,Aurora,Illinois,41.7605849,-88.3200715,222103,3191,8,170,397,2616
1990,Austin,Texas,30.267153,-97.7430608,465622,3326,46,280,1461,1539
1990,Baltimore,Maryland,39.2903848,-76.6121893,736014,17942,305,687,9477,7473
1990,Boston,Massachusetts,42.3600825,-71.0588801,574283,13664,143,539,6022,6960
1990,Buffalo,New York,42.8864468,-78.8783689,328123,5275,37,355,2172,2711
1990,Chicago,Illinois,41.8781136,-87.6297982,2783726,82728,851,3607,37156,41114
1990,Cincinnati,Ohio,39.1031182,-84.5120196,364040,4476,49,388,1613,2426
1990,Cleveland,Ohio,41.49932,-81.6943605,505616,9190,168,846,4917,3259
1990,Columbus,Georgia,32.4609764,-84.9877094,632910,7022,89,647,3541,2745
1990,Columbus,Ohio,39.9611755,-82.9987942,632910,7022,89,647,3541,2745
1990,Dallas,Texas,32.7766642,-96.7969879,1006877,24550,447,1344,10565,12194
1990,Denver,Colorado,39.7392358,-104.990251,467610,4205,67,375,1312,2451
1990,Detroit,Michigan,42.331427,-83.0457538,1027974,27747,582,1657,13010,12498
1990,El Paso,Texas,31.7775757,-106.4424559,515342,5111,34,256,1381,3440
